Number,Roman_Numeral,Yoruba
1940,MCMXL,Egbadinọgorun ati ogoji
1941,MCMXLI,Egbadinọgorun ati okanlelogoji
1942,MCMXLII,Egbadinọgorun ati ejilelogoji
1943,MCMXLIII,Egbadinọgorun ati etalelogoji
1944,MCMXLIV,Egbadinọgorun ati erinlelogoji
1945,MCMXLV,Egbadinọgorun ati arundinladota
1946,MCMXLVI,Egbadinọgorun ati erindinladota
1947,MCMXLVII,Egbadinọgorun ati etadinladota
1948,MCMXLVIII,Egbadinọgorun ati ejidinladota
1949,MCMXLIX,Egbadinọgorun ati okandinladota
1950,MCML,Egbadinọgorun ati adota
1951,MCMLI,Egbadinọgorun ati okanleladota
1952,MCMLII,Egbadinọgorun ati ejileladota
1953,MCMLIII,Egbadinọgorun ati etaleladota
1954,MCMLIV,Egbadinọgorun ati erinleladota
1955,MCMLV,Egbadinọgorun ati arundinlogota
1956,MCMLVI,Egbadinọgorun ati erindinlogota
1957,MCMLVII,Egbadinọgorun ati etadinlogota
1958,MCMLVIII,Egbadinọgorun ati ejidinlogota
1959,MCMLIX,Egbadinọgorun ati okandinlogota
1960,MCMLX,Egbadinọgorun ati ogota
1961,MCMLXI,Egbadinọgorun ati okanlelogota
1962,MCMLXII,Egbadinọgorun ati ejilelogota
1963,MCMLXIII,Egbadinọgorun ati etalelogota
1964,MCMLXIV,Egbadinọgorun ati erinlelogota
1965,MCMLXV,Egbadinọgorun ati arundiladorin
1966,MCMLXVI,Egbadinọgorun ati erindiladorin
1967,MCMLXVII,Egbadinọgorun ati etadiladorin
1968,MCMLXVIII,Egbadinọgorun ati ejidiladorin
1969,MCMLXIX,Egbadinọgorun ati okandiladorin
1970,MCMLXX,Egbadinọgorun ati adorin
1971,MCMLXXI,Egbadinọgorun ati okanlelad orin
1972,MCMLXXII,Egbadinọgorun ati ejilelad orin
1973,MCMLXXIII,Egbadinọgorun ati etaleladorin
1974,MCMLXXIV,Egbadinọgorun ati erinlelad orin
1975,MCMLXXV,Egbadinọgorun ati arundilogorin
1976,MCMLXXVI,Egbadinọgorun ati erindilogorin
1977,MCMLXXVII,Egbadinọgorun ati etadilogorin
1978,MCMLXXVIII,Egbadinọgorun ati ejidilogorin
1979,MCMLXXIX,Egbadinọgorun ati okandilogorin
1980,MCMLXXX,Egbadinọgorun ati ogorin
1981,MCMLXXXI,Egbadinọgorun ati okanlelogorin
1982,MCMLXXXII,Egbadinọgorun ati ejilelogorin
1983,MCMLXXXIII,Egbadinọgorun ati etalelogorin
1984,MCMLXXXIV,Egbadinọgorun ati erinlelogorin
1985,MCMLXXXV,Egbadinọgorun ati arundiladorun
1986,MCMLXXXVI,Egbadinọgorun ati erindiladorun
1987,MCMLXXXVII,Egbadinọgorun ati etadiladorun
1988,MCMLXXXVIII,Egbadinọgorun ati ejidiladorun
1989,MCMLXXXIX,Egbadinọgorun ati okandiladorun
1990,MCMLXC,Egbadinọgorun ati adorun
1991,MCMLXCI,Egbadinọgorun ati okanlelad orun
1992,MCMLXCII,Egbadinọgorun ati ejilelad orun
1993,MCMLXCIII,Egbadinọgorun ati etaleladorun
1994,MCMLXCIV,Egbadinọgorun ati erinlelad orun
1995,MCMLXCV,Egbadinọgorun ati arundilogorun
1996,MCMLXCVI,Egbadinọgorun ati erindilogorun
1997,MCMLXCVII,Egbadinọgorun ati etadilogorun
1998,MCMLXCVIII,Egbadinọgorun ati ejidilogorun
1999,MCMLXCIX,Egbadinọgorun ati okandilogorun
2000,MM,Egbawa
2001,MMI,Egbawa ati okan
2002,MMII,Egbawa ati meji
2003,MMIII,Egbawa ati meta
2004,MMIV,Egbawa ati merin
2005,MMV,Egbawa ati aarun
2006,MMVI,Egbawa ati mefa
2007,MMVII,Egbawa ati meje
2008,MMVIII,Egbawa ati mejo
2009,MMIX,Egbawa ati mesan
2010,MMX,Egbawa ati eewa
2011,MMXI,Egbawa ati okanla
2012,MMXII,Egbawa ati ejila
2013,MMXIII,Egbawa ati etala
2014,MMXIV,Egbawa ati erinla
2015,MMXV,Egbawa ati edogun
2016,MMXVI,Egbawa ati erindinlogun
2017,MMXVII,Egbawa ati etadinlogun
2018,MMXVIII,Egbawa ati ejindinlogun
2019,MMXIX,Egbawa ati okandinlogun
2020,MMXX,Egbawa ati ogun
2021,MMXXI,Egbawa ati okanlelogun
2022,MMXXII,Egbawa ati ejilelogun
2023,MMXXIII,Egbawa ati etalelogun
2024,MMXXIV,Egbawa ati erinlelogun
2025,MMXXV,Egbawa ati edogbon
2026,MMXXVI,Egbawa ati erindinlogbon
2027,MMXXVII,Egbawa ati etadinlogbon
2028,MMXXVIII,Egbawa ati ejidinlogbon
2029,MMXXIX,Egbawa ati okandinlogbon
2030,MMXXX,Egbawa ati ogbon
2031,MMXXXI,Egbawa ati okanlelogbon
2032,MMXXXII,Egbawa ati ejilelogbon
2033,MMXXXIII,Egbawa ati etalelogbon
2034,MMXXXIV,Egbawa ati erinlelogbon
2035,MMXXXV,Egbawa ati arundinlogoji
2036,MMXXXVI,Egbawa ati erindinlogoji
2037,MMXXXVII,Egbawa ati etadinlogoji
2038,MMXXXVIII,Egbawa ati ejidinlogoji
2039,MMXXXIX,Egbawa ati okandinlogoji
2040,MMXL,Egbawa ati ogoji
2041,MMXLI,Egbawa ati okanlelogoji
2042,MMXLII,Egbawa ati ejilelogoji
2043,MMXLIII,Egbawa ati etalelogoji
2044,MMXLIV,Egbawa ati erinlelogoji
2045,MMXLV,Egbawa ati arundinladota
2046,MMXLVI,Egbawa ati erindinladota
2047,MMXLVII,Egbawa ati etadinladota
2048,MMXLVIII,Egbawa ati ejidinladota
2049,MMXLIX,Egbawa ati okandinladota
2050,MML,Egbawa ati adota
2051,MMLI,Egbawa ati okanleladota
2052,MMLII,Egbawa ati ejileladota
2053,MMLIII,Egbawa ati etaleladota
2054,MMLIV,Egbawa ati erinleladota
2055,MMLV,Egbawa ati arundinlogota
2056,MMLVI,Egbawa ati erindinlogota
2057,MMLVII,Egbawa ati etadinlogota
2058,MMLVIII,Egbawa ati ejidinlogota
2059,MMLIX,Egbawa ati okandinlogota
2060,MMLX,Egbawa ati ogota
2061,MMLXI,Egbawa ati okanlelogota
2062,MMLXII,Egbawa ati ejilelogota
2063,MMLXIII,Egbawa ati etalelogota
2064,MMLXIV,Egbawa ati erinlelogota
2065,MMLXV,Egbawa ati arundiladorin
2066,MMLXVI,Egbawa ati erindiladorin
2067,MMLXVII,Egbawa ati etadiladorin
2068,MMLXVIII,Egbawa ati ejidiladorin
2069,MMLXIX,Egbawa ati okandiladorin
2070,MMLXX,Egbawa ati adorin
2071,MMLXXI,Egbawa ati okanlelad orin
2072,MMLXXII,Egbawa ati ejilelad orin
2073,MMLXXIII,Egbawa ati etaleladorin
2074,MMLXXIV,Egbawa ati erinlelad orin
2075,MMLXXV,Egbawa ati arundilogorin
2076,MMLXXVI,Egbawa ati erindilogorin
2077,MMLXXVII,Egbawa ati etadilogorin
2078,MMLXXVIII,Egbawa ati ejidilogorin
2079,MMLXXIX,Egbawa ati okandilogorin
2080,MMLXXX,Egbawa ati ogorin
2081,MMLXXXI,Egbawa ati okanlelogorin
2082,MMLXXXII,Egbawa ati ejilelogorin
2083,MMLXXXIII,Egbawa ati etalelogorin
2084,MMLXXXIV,Egbawa ati erinlelogorin
2085,MMLXXXV,Egbawa ati arundiladorun
2086,MMLXXXVI,Egbawa ati erindiladorun
2087,MMLXXXVII,Egbawa ati etadiladorun
2088,MMLXXXVIII,Egbawa ati ejidiladorun
2089,MMLXXXIX,Egbawa ati okandiladorun
2090,MMXC,Egbawa ati adorun
2091,MMXCI,Egbawa ati okanlelad orun
2092,MMXCII,Egbawa ati ejilelad orun
2093,MMXCIII,Egbawa ati etaleladorun
2094,MMXCIV,Egbawa ati erinlelad orun
2095,MMXCV,Egbawa ati arundilogorun
2096,MMXCVI,Egbawa ati erindilogorun
2097,MMXCVII,Egbawa ati etadilogorun
2098,MMXCVIII,Egbawa ati ejidilogorun
2099,MMXCIX,Egbawa ati okandilogorun
2100,MMC,Egbawa ati okan
2101,MMCI,Egbawa ati okan ati okan
2102,MMCII,Egbawa ati okan ati meji
2103,MMCIII,Egbawa ati okan ati meta
2104,MMCIV,Egbawa ati okan ati merin
2105,MMCV,Egbawa ati okan ati aarun
2106,MMCVI,Egbawa ati okan ati mefa
2107,MMCVII,Egbawa ati okan ati meje
2108,MMCVIII,Egbawa ati okan ati mejo
2109,MMCIX,Egbawa ati okan ati mesan
2110,MMCX,Egbawa ati okan ati eewa
2111,MMCXI,Egbawa ati okan ati okanla
2112,MMCXII,Egbawa ati okan ati ejila
2113,MMCXIII,Egbawa ati okan ati etala
2114,MMCXIV,Egbawa ati okan ati erinla
2115,MMCXV,Egbawa ati okan ati edogun
2116,MMCXVI,Egbawa ati okan ati erindinlogun
2117,MMCXVII,Egbawa ati okan ati etadinlogun
2118,MMCXVIII,Egbawa ati okan ati ejindinlogun
2119,MMCXIX,Egbawa ati okan ati okandinlogun
2120,MMCXX,Egbawa ati okan ati ogun
2121,MMCXXI,Egbawa ati okan ati okanlelogun
2122,MMCXXII,Egbawa ati okan ati ejilelogun
2123,MMCXXIII,Egbawa ati okan ati etalelogun
2124,MMCXXIV,Egbawa ati okan ati erinlelogun
2125,MMCXXV,Egbawa ati okan ati edogbon
2126,MMCXXVI,Egbawa ati okan ati erindinlogbon
2127,MMCXXVII,Egbawa ati okan ati etadinlogbon
2128,MMCXXVIII,Egbawa ati okan ati ejidinlogbon
2129,MMCXXIX,Egbawa ati okan ati okandinlogbon
2130,MMCXXX,Egbawa ati okan ati ogbon
2131,MMCXXXI,Egbawa ati okan ati okanlelogbon
2132,MMCXXXII,Egbawa ati okan ati ejilelogbon
2133,MMCXXXIII,Egbawa ati okan ati etalelogbon
2134,MMCXXXIV,Egbawa ati okan ati erinlelogbon
2135,MMCXXXV,Egbawa ati okan ati arundinlogoji
2136,MMCXXXVI,Egbawa ati okan ati erindinlogoji
2137,MMCXXXVII,Egbawa ati okan ati etadinlogoji
2138,MMCXXXVIII,Egbawa ati okan ati ejidinlogoji
2139,MMCXXXIX,Egbawa ati okan ati okandinlogoji
2140,MMCXL,Egbawa ati okan ati ogoji
2141,MMCXLI,Egbawa ati okan ati okanlelogoji
2142,MMCXLII,Egbawa ati okan ati ejilelogoji
2143,MMCXLIII,Egbawa ati okan ati etalelogoji
2144,MMCXLIV,Egbawa ati okan ati erinlelogoji
2145,MMCXLV,Egbawa ati okan ati arundinladota
2146,MMCXLVI,Egbawa ati okan ati erindinladota
2147,MMCXLVII,Egbawa ati okan ati etadinladota
2148,MMCXLVIII,Egbawa ati okan ati ejidinladota
2149,MMCXLIX,Egbawa ati okan ati okandinladota
2150,MMCL,Egbawa ati okan ati adota
2151,MMCLI,Egbawa ati okan ati okanleladota
2152,MMCLII,Egbawa ati okan ati ejileladota
2153,MMCLIII,Egbawa ati okan ati etaleladota
2154,MMCLIV,Egbawa ati okan ati erinleladota
2155,MMCLV,Egbawa ati okan ati arundinlogota
2156,MMCLVI,Egbawa ati okan ati erindinlogota
2157,MMCLVII,Egbawa ati okan ati etadinlogota
2158,MMCLVIII,Egbawa ati okan ati ejidinlogota
2159,MMCLIX,Egbawa ati okan ati okandinlogota
2160,MMCLX,Egbawa ati okan ati ogota
2161,MMCLXI,Egbawa ati okan ati okanlelogota
2162,MMCLXII,Egbawa ati okan ati ejilelogota
2163,MMCLXIII,Egbawa ati okan ati etalelogota
2164,MMCLXIV,Egbawa ati okan ati erinlelogota
2165,MMCLXV,Egbawa ati okan ati arundiladorin
2166,MMCLXVI,Egbawa ati okan ati erindiladorin
2167,MMCLXVII,Egbawa ati okan ati etadiladorin
2168,MMCLXVIII,Egbawa ati okan ati ejidiladorin
2169,MMCLXIX,Egbawa ati okan ati okandiladorin
2170,MMCLXX,Egbawa ati okan ati adorin
2171,MMCLXXI,Egbawa ati okan ati okanlelad orin
2172,MMCLXXII,Egbawa ati okan ati ejilelad orin
2173,MMCLXXIII,Egbawa ati okan ati etaleladorin
2174,MMCLXXIV,Egbawa ati okan ati erinlelad orin
2175,MMCLXXV,Egbawa ati okan ati arundilogorin
2176,MMCLXXVI,Egbawa ati okan ati erindilogorin
2177,MMCLXXVII,Egbawa ati okan ati etadilogorin
2178,MMCLXXVIII,Egbawa ati okan ati ejidilogorin
2179,MMCLXXIX,Egbawa ati okan ati okandilogorin
2180,MMCLXXX,Egbawa ati okan ati ogorin
2181,MMCLXXXI,Egbawa ati okan ati okanlelogorin
2182,MMCLXXXII,Egbawa ati okan ati ejilelogorin
2183,MMCLXXXIII,Egbawa ati okan ati etalelogorin
2184,MMCLXXXIV,Egbawa ati okan ati erinlelogorin
2185,MMCLXXXV,Egbawa ati okan ati arundiladorun
2186,MMCLXXXVI,Egbawa ati okan ati erindiladorun
2187,MMCLXXXVII,Egbawa ati okan ati etadiladorun
2188,MMCLXXXVIII,Egbawa ati okan ati ejidiladorun
2189,MMCLXXXIX,Egbawa ati okan ati okandiladorun
2190,MMCXC,Egbawa ati okan ati adorun
2191,MMCXCI,Egbawa ati okan ati okanlelad orun
2192,MMCXCII,Egbawa ati okan ati ejilelad orun
2193,MMCXCI,Egbawa ati okan ati etaleladorun
2194,MMCXCIV,Egbawa ati okan ati erinlelad orun
2195,MMCXCV,Egbawa ati okan ati arundilogorun
2196,MMCXCVI,Egbawa ati okan ati erindilogorun
2197,MMCXCVII,Egbawa ati okan ati etadilogorun
2198,MMCXCVIII,Egbawa ati okan ati ejidilogorun
2199,MMCXCIX,Egbawa ati okan ati okandilogorun
2200,MMCC,Egbookanla
2201,MMCCI,Egbookanla ati okan
2202,MMCCII,Egbookanla ati meji
2203,MMCCIII,Egbookanla ati meta
2204,MMCCIV,Egbookanla ati merin
2205,MMCCV,Egbookanla ati aarun
2206,MMCCVI,Egbookanla ati mefa
2207,MMCCVII,Egbookanla ati meje
2208,MMCCVIII,Egbookanla ati mejo
2209,MMCCIX,Egbookanla ati mesan
2210,MMCCX,Egbookanla ati eewa
2211,MMCCXI,Egbookanla ati okanla
2212,MMCCXII,Egbookanla ati ejila
2213,MMCCXIII,Egbookanla ati etala
2214,MMCCXIV,Egbookanla ati erinla
2215,MMCCXV,Egbookanla ati edogun
2216,MMCCXVI,Egbookanla ati erindinlogun
2217,MMCCXVII,Egbookanla ati etadinlogun
2218,MMCCXVIII,Egbookanla ati ejindinlogun
2219,MMCCXIX,Egbookanla ati okandinlogun
2220,MMCCXX,Egbookanla ati ogun
2221,MMCCXXI,Egbookanla ati okanlelogun
2222,MMCCXXII,Egbookanla ati ejilelogun
2223,MMCCXXIII,Egbookanla ati etalelogun
2224,MMCCXXIV,Egbookanla ati erinlelogun
2225,MMCCXXV,Egbookanla ati edogbon
2226,MMCCXXVI,Egbookanla ati erindinlogbon
2227,MMCCXXVII,Egbookanla ati etadinlogbon
2228,MMCCXXVIII,Egbookanla ati ejidinlogbon
2229,MMCCXXIX,Egbookanla ati okandinlogbon
2230,MMCCXXX,Egbookanla ati ogbon
2231,MMCCXXXI,Egbookanla ati okanlelogbon
2232,MMCCXXXII,Egbookanla ati ejilelogbon
2233,MMCCXXXIII,Egbookanla ati etalelogbon
2234,MMCCXXXIV,Egbookanla ati erinlelogbon
2235,MMCCXXXV,Egbookanla ati arundinlogoji
2236,MMCCXXXVI,Egbookanla ati erindinlogoji
2237,MMCCXXXVII,Egbookanla ati etadinlogoji
2238,MMCCXXXVIII,Egbookanla ati ejidinlogoji
2239,MMCCXXXIX,Egbookanla ati okandinlogoji
2240,MMCCXL,Egbookanla ati ogoji
2241,MMCCXLI,Egbookanla ati okanlelogoji
2242,MMCCXLII,Egbookanla ati ejilelogoji
2243,MMCCXLIII,Egbookanla ati etalelogoji
2244,MMCCXLIV,Egbookanla ati erinlelogoji
2245,MMCCXLV,Egbookanla ati arundinladota
2246,MMCCXLVI,Egbookanla ati erindinladota
2247,MMCCXLVII,Egbookanla ati etadinladota
2248,MMCCXLVIII,Egbookanla ati ejidinladota
2249,MMCCXLIX,Egbookanla ati okandinladota
2250,MMCCL,Egbookanla ati adota
2251,MMCCLI,Egbookanla ati okanleladota
2252,MMCCLII,Egbookanla ati ejileladota
2253,MMCCLIII,Egbookanla ati etaleladota
2254,MMCCLIV,Egbookanla ati erinleladota
2255,MMCCLV,Egbookanla ati arundinlogota
2256,MMCCLVI,Egbookanla ati erindinlogota
2257,MMCCLVII,Egbookanla ati etadinlogota
2258,MMCCLVIII,Egbookanla ati ejidinlogota
2259,MMCCLIX,Egbookanla ati okandinlogota
2260,MMCCLX,Egbookanla ati ogota
2261,MMCCLXI,Egbookanla ati okanlelogota
2262,MMCCLXII,Egbookanla ati ejilelogota
2263,MMCCLXIII,Egbookanla ati etalelogota
2264,MMCCLXIV,Egbookanla ati erinlelogota
2265,MMCCLXV,Egbookanla ati arundiladorin
2266,MMCCLXVI,Egbookanla ati erindiladorin
2267,MMCCLXVII,Egbookanla ati etadiladorin
2268,MMCCLXVIII,Egbookanla ati ejidiladorin
2269,MMCCLXIX,Egbookanla ati okandiladorin
2270,MMCCLXX,Egbookanla ati adorin
2271,MMCCLXXI,Egbookanla ati okanlelad orin
2272,MMCCLXXII,Egbookanla ati ejilelad orin
2273,MMCCLXXIII,Egbookanla ati etaleladorin
2274,MMCCLXXIV,Egbookanla ati erinlelad orin
2275,MMCCLXXV,Egbookanla ati arundilogorin
2276,MMCCLXXVI,Egbookanla ati erindilogorin
2277,MMCCLXXVII,Egbookanla ati etadilogorin
2278,MMCCLXXVIII,Egbookanla ati ejidilogorin
2279,MMCCLXXIX,Egbookanla ati okandilogorin
2280,MMCCLXXX,Egbookanla ati ogorin
2281,MMCCLXXXI,Egbookanla ati okanlelogorin
2282,MMCCLXXXII,Egbookanla ati ejilelogorin
2283,MMCCLXXXIII,Egbookanla ati etalelogorin
2284,MMCCLXXXIV,Egbookanla ati erinlelogorin
2285,MMCCLXXXV,Egbookanla ati arundiladorun
2286,MMCCLXXXVI,Egbookanla ati erindiladorun
2287,MMCCLXXXVII,Egbookanla ati etadiladorun
2288,MMCCLXXXVIII,Egbookanla ati ejidiladorun
2289,MMCCLXXXIX,Egbookanla ati okandiladorun
2290,MMCCXC,Egbookanla ati adorun
2291,MMCCXCI,Egbookanla ati okanlelad orun
2292,MMCCXCII,Egbookanla ati ejilelad orun
2293,MMCCXCIII,Egbookanla ati etaleladorun
2294,MMCCXCIV,Egbookanla ati erinlelad orun
2295,MMCCXCV,Egbookanla ati arundilogorun
2296,MMCCXCVI,Egbookanla ati erindilogorun
2297,MMCCXCVII,Egbookanla ati etadilogorun
2298,MMCCXCVIII,Egbookanla ati ejidilogorun
2299,MMCCXCIX,Egbookanla ati okandilogorun
2300,MMCCC,Egbookanla ati okan
2301,MMCCCI,Egbookanla ati okan ati okan
2302,MMCCCII,Egbookanla ati okan ati meji
2303,MMCCCIII,Egbookanla ati okan ati meta
2304,MMCCCIV,Egbookanla ati okan ati merin
2305,MMCCCV,Egbookanla ati okan ati aarun
2306,MMCCCVI,Egbookanla ati okan ati mefa
2307,MMCCCVII,Egbookanla ati okan ati meje
2308,MMCCCVIII,Egbookanla ati okan ati mejo
2309,MMCCCIX,Egbookanla ati okan ati mesan
2310,MMCCCX,Egbookanla ati okan ati eewa
2311,MMCCCXI,Egbookanla ati okan ati okanla
2312,MMCCCXII,Egbookanla ati okan ati ejila
2313,MMCCCXIII,Egbookanla ati okan ati etala
2314,MMCCCXIV,Egbookanla ati okan ati erinla
2315,MMCCCXV,Egbookanla ati okan ati edogun
2316,MMCCCXVI,Egbookanla ati okan ati erindinlogun
2317,MMCCCXVII,Egbookanla ati okan ati etadinlogun
2318,MMCCCXVIII,Egbookanla ati okan ati ejindinlogun
2319,MMCCCXIX,Egbookanla ati okan ati okandinlogun
2320,MMCCCXX,Egbookanla ati okan ati ogun
2321,MMCCCXXI,Egbookanla ati okan ati okanlelogun
2322,MMCCCXXII,Egbookanla ati okan ati ejilelogun
2323,MMCCCXXIII,Egbookanla ati okan ati etalelogun
2324,MMCCCXXIV,Egbookanla ati okan ati erinlelogun
2325,MMCCCXXV,Egbookanla ati okan ati edogbon
2326,MMCCCXXVI,Egbookanla ati okan ati erindinlogbon
2327,MMCCCXXVII,Egbookanla ati okan ati etadinlogbon
2328,MMCCCXXVIII,Egbookanla ati okan ati ejidinlogbon
2329,MMCCCXXIX,Egbookanla ati okan ati okandinlogbon
2330,MMCCCXXX,Egbookanla ati okan ati ogbon
2331,MMCCCXXXI,Egbookanla ati okan ati okanlelogbon
2332,MMCCCXXXII,Egbookanla ati okan ati ejilelogbon
2333,MMCCCXXXIII,Egbookanla ati okan ati etalelogbon
2334,MMCCCXXXIV,Egbookanla ati okan ati erinlelogbon
2335,MMCCCXXXV,Egbookanla ati okan ati arundinlogoji
2336,MMCCCXXXVI,Egbookanla ati okan ati erindinlogoji
2337,MMCCCXXXVII,Egbookanla ati okan ati etadinlogoji
2338,MMCCCXXXVIII,Egbookanla ati okan ati ejidinlogoji
2339,MMCCCXXXIX,Egbookanla ati okan ati okandinlogoji
2340,MMCCCXL,Egbookanla ati okan ati ogoji
2341,MMCCCXLI,Egbookanla ati okan ati okanlelogoji
2342,MMCCCXLII,Egbookanla ati okan ati ejilelogoji
2343,MMCCCXLIII,Egbookanla ati okan ati etalelogoji
2344,MMCCCXLIV,Egbookanla ati okan ati erinlelogoji
2345,MMCCCXLV,Egbookanla ati okan ati arundinladota
2346,MMCCCXLVI,Egbookanla ati okan ati erindinladota
2347,MMCCCXLVII,Egbookanla ati okan ati etadinladota
2348,MMCCCXLVIII,Egbookanla ati okan ati ejidinladota
2349,MMCCCXLIX,Egbookanla ati okan ati okandinladota
2350,MMCCCL,Egbookanla ati okan ati adota
2351,MMCCCLI,Egbookanla ati okan ati okanleladota
2352,MMCCCLII,Egbookanla ati okan ati ejileladota
2353,MMCCCLIII,Egbookanla ati okan ati etaleladota
2354,MMCCCLIV,Egbookanla ati okan ati erinleladota
2355,MMCCCLV,Egbookanla ati okan ati arundinlogota
2356,MMCCCLVI,Egbookanla ati okan ati erindinlogota
2357,MMCCCLVII,Egbookanla ati okan ati etadinlogota
2358,MMCCCLVIII,Egbookanla ati okan ati ejidinlogota
2359,MMCCCLIX,Egbookanla ati okan ati okandinlogota
2360,MMCCCLX,Egbookanla ati okan ati ogota
2361,MMCCCLXI,Egbookanla ati okan ati okanlelogota
2362,MMCCCLXII,Egbookanla ati okan ati ejilelogota
2363,MMCCCLXIII,Egbookanla ati okan ati etalelogota
2364,MMCCCLXIV,Egbookanla ati okan ati erinlelogota
2365,MMCCCLXV,Egbookanla ati okan ati arundiladorin
2366,MMCCCLXVI,Egbookanla ati okan ati erindiladorin
2367,MMCCCLXVII,Egbookanla ati okan ati etadiladorin
2368,MMCCCLXVIII,Egbookanla ati okan ati ejidiladorin
2369,MMCCCLXIX,Egbookanla ati okan ati okandiladorin
2370,MMCCCLXX,Egbookanla ati okan ati adorin
2371,MMCCCLXXI,Egbookanla ati okan ati okanlelad orin
2372,MMCCCLXXII,Egbookanla ati okan ati ejilelad orin
2373,MMCCCLXXIII,Egbookanla ati okan ati etaleladorin
2374,MMCCCLXXIV,Egbookanla ati okan ati erinlelad orin
2375,MMCCCLXXV,Egbookanla ati okan ati arundilogorin
2376,MMCCCLXXVI,Egbookanla ati okan ati erindilogorin
2377,MMCCCLXXVII,Egbookanla ati okan ati etadilogorin
2378,MMCCCLXXVIII,Egbookanla ati okan ati ejidilogorin
2379,MMCCCLXXIX,Egbookanla ati okan ati okandilogorin
2380,MMCCCLXXX,Egbookanla ati okan ati ogorin
2381,MMCCCLXXXI,Egbookanla ati okan ati okanlelogorin
2382,MMCCCLXXXII,Egbookanla ati okan ati ejilelogorin
2383,MMCCCLXXXIII,Egbookanla ati okan ati etalelogorin
2384,MMCCCLXXXIV,Egbookanla ati okan ati erinlelogorin
2385,MMCCCLXXXV,Egbookanla ati okan ati arundiladorun
2386,MMCCCLXXXVI,Egbookanla ati okan ati erindiladorun
2387,MMCCCLXXXVII,Egbookanla ati okan ati etadiladorun
2388,MMCCCLXXXVIII,Egbookanla ati okan ati ejidiladorun
2389,MMCCCLXXXIX,Egbookanla ati okan ati okandiladorun
2390,MMCCXC,Egbookanla ati okan ati adorun
2391,MMCCXCI,Egbookanla ati okan ati okanlelad orun
2392,MMCCXCII,Egbookanla ati okan ati ejilelad orun
2393,MMCCXCIII,Egbookanla ati okan ati etaleladorun
2394,MMCCXCIV,Egbookanla ati okan ati erinlelad orun
2395,MMCCXCV,Egbookanla ati okan ati arundilogorun
2396,MMCCXCVI,Egbookanla ati okan ati erindilogorun
2397,MMCCXCVII,Egbookanla ati okan ati etadilogorun
2398,MMCCXCVIII,Egbookanla ati okan ati ejidilogorun
2399,MMCCXCIX,Egbookanla ati okan ati okandilogorun
2400,MMCD,Egbejila
2401,MMCDI,Egbejila ati okan
2402,MMCDII,Egbejila ati meji
2403,MMCDIII,Egbejila ati meta
2404,MMCDIV,Egbejila ati merin
2405,MMCDV,Egbejila ati aarun
2406,MMCDVI,Egbejila ati mefa
2407,MMCDVII,Egbejila ati meje
2408,MMCDVIII,Egbejila ati mejo
2409,MMCDIX,Egbejila ati mesan
2410,MMCDX,Egbejila ati eewa
2411,MMCDXI,Egbejila ati okanla
2412,MMCDXII,Egbejila ati ejila
2413,MMCDXIII,Egbejila ati etala
2414,MMCDXIV,Egbejila ati erinla
2415,MMCDXV,Egbejila ati edogun
2416,MMCDXVI,Egbejila ati erindinlogun
2417,MMCDXVII,Egbejila ati etadinlogun
2418,MMCDXVIII,Egbejila ati ejindinlogun
2419,MMCDXIX,Egbejila ati okandinlogun
2420,MMCDXX,Egbejila ati ogun
2421,MMCDXXI,Egbejila ati okanlelogun
2422,MMCDXXII,Egbejila ati ejilelogun
2423,MMCDXXIII,Egbejila ati etalelogun
2424,MMCDXXIV,Egbejila ati erinlelogun
2425,MMCDXXV,Egbejila ati edogbon
2426,MMCDXXVI,Egbejila ati erindinlogbon
2427,MMCDXXVII,Egbejila ati etadinlogbon
2428,MMCDXXVIII,Egbejila ati ejidinlogbon
2429,MMCDXXIX,Egbejila ati okandinlogbon
2430,MMCDXXX,Egbejila ati ogbon
2431,MMCDXXXI,Egbejila ati okanlelogbon
2432,MMCDXXXII,Egbejila ati ejilelogbon
2433,MMCDXXXIII,Egbejila ati etalelogbon
2434,MMCDXXXIV,Egbejila ati erinlelogbon
2435,MMCDXXXV,Egbejila ati arundinlogoji
2436,MMCDXXXVI,Egbejila ati erindinlogoji
2437,MMCDXXXVII,Egbejila ati etadinlogoji
2438,MMCDXXXVIII,Egbejila ati ejidinlogoji
2439,MMCDXXXIX,Egbejila ati okandinlogoji
2440,MMCDXL,Egbejila ati ogoji
2441,MMCDXLI,Egbejila ati okanlelogoji
2442,MMCDXLII,Egbejila ati ejilelogoji
2443,MMCDXLIII,Egbejila ati etalelogoji
2444,MMCDXLIV,Egbejila ati erinlelogoji
2445,MMCDXLV,Egbejila ati arundinladota
2446,MMCDXLVI,Egbejila ati erindinladota
2447,MMCDXLVII,Egbejila ati etadinladota
2448,MMCDXLVIII,Egbejila ati ejidinladota
2449,MMCDXLIX,Egbejila ati okandinladota
2450,MMCDL,Egbejila ati adota
2451,MMCDLI,Egbejila ati okanleladota
2452,MMCDLII,Egbejila ati ejileladota
2453,MMCDLIII,Egbejila ati etaleladota
2454,MMCDLIV,Egbejila ati erinleladota
2455,MMCDLV,Egbejila ati arundinlogota
2456,MMCDLVI,Egbejila ati erindinlogota
2457,MMCDLVII,Egbejila ati etadinlogota
2458,MMCDLVIII,Egbejila ati ejidinlogota
2459,MMCDLIX,Egbejila ati okandinlogota
