Number,Roman_Numeral,Yoruba
5005,V̅V,Ẹdẹgbata ati Marun
5006,V̅VI,Ẹdẹgbata ati Mẹfa
5007,V̅VII,Ẹdẹgbata ati Meje
5008,V̅VIII,Ẹdẹgbata ati Mẹjọ
5009,V̅IX,Ẹdẹgbata ati Mẹsan
5010,V̅X,Ẹdẹgbata ati Ẹẹwa
5011,V̅XI,Ẹdẹgbata ati Okanla
5012,V̅XII,Ẹdẹgbata ati Mejila
5013,V̅XIII,Ẹdẹgbata ati Mẹtala
5014,V̅XIV,Ẹdẹgbata ati Mẹrindinlogun
5015,V̅XV,Ẹdẹgbata ati Marunla
5016,V̅XVI,Ẹdẹgbata ati Mẹrindinlogun
5017,V̅XVII,Ẹdẹgbata ati Mẹtadinlogun
5018,V̅XVIII,Ẹdẹgbata ati Mẹjidinlogun
5019,V̅XIX,Ẹdẹgbata ati Ookandinlogun
5020,V̅XX,Ẹdẹgbata ati Ogún
5021,V̅XXI,Ẹdẹgbata ati Okanlelogun
5022,V̅XXII,Ẹdẹgbata ati Mejilelogun
5023,V̅XXIII,Ẹdẹgbata ati Mẹtalelogun
5024,V̅XXIV,Ẹdẹgbata ati Mẹrinlelogun
5025,V̅XXV,Ẹdẹgbata ati Marunlelogun
5026,V̅XXVI,Ẹdẹgbata ati Mẹfalelogun
5027,V̅XXVII,Ẹdẹgbata ati Mejelelogun
5028,V̅XXVIII,Ẹdẹgbata ati Mẹjọlelogun
5029,V̅XXIX,Ẹdẹgbata ati Mẹsanlelogun
5030,V̅XXX,Ẹdẹgbata ati Ọgbọn
5031,V̅XXXI,Ẹdẹgbata ati Okanlelogbọn
5032,V̅XXXII,Ẹdẹgbata ati Mejilelogbọn
5033,V̅XXXIII,Ẹdẹgbata ati Mẹtalelogbọn
5034,V̅XXXIV,Ẹdẹgbata ati Mẹrinlelogbọn
5035,V̅XXXV,Ẹdẹgbata ati Marunlelogbọn
5036,V̅XXXVI,Ẹdẹgbata ati Mẹfalelogbọn
5037,V̅XXXVII,Ẹdẹgbata ati Mejelelogbọn
5038,V̅XXXVIII,Ẹdẹgbata ati Mẹjọlelogbọn
5039,V̅XXXIX,Ẹdẹgbata ati Mẹsanlelogbọn
5040,V̅XL,Ẹdẹgbata ati Ogójì
5041,V̅XLI,Ẹdẹgbata ati Okanlelogoji
5042,V̅XLII,Ẹdẹgbata ati Mejilelogoji
5043,V̅XLIII,Ẹdẹgbata ati Mẹtalelogoji
5044,V̅XLIV,Ẹdẹgbata ati Mẹrinlelogoji
5045,V̅XLV,Ẹdẹgbata ati Marunlelogoji
5046,V̅XLVI,Ẹdẹgbata ati Mẹfalelogoji
5047,V̅XLVII,Ẹdẹgbata ati Mejelelogoji
5048,V̅XLVIII,Ẹdẹgbata ati Mẹjọlelogoji
5049,V̅XLIX,Ẹdẹgbata ati Mẹsanlelogoji
5050,V̅L,Ẹdẹgbata ati Aadọta
5051,V̅LI,Ẹdẹgbata ati Okanleladọta
5052,V̅LII,Ẹdẹgbata ati Mejileladọta
5053,V̅LIII,Ẹdẹgbata ati Mẹtaleladọta
5054,V̅LIV,Ẹdẹgbata ati Mẹrinleladọta
5055,V̅LV,Ẹdẹgbata ati Marunleladọta
5056,V̅LVI,Ẹdẹgbata ati Mẹfaleladọta
5057,V̅LVII,Ẹdẹgbata ati Mejeleladọta
5058,V̅LVIII,Ẹdẹgbata ati Mẹjọleladọta
5059,V̅LIX,Ẹdẹgbata ati Mẹsanleladọta
5060,V̅LX,Ẹdẹgbata ati Ọgọta
5061,V̅LXI,Ẹdẹgbata ati Okanlelogoji
5062,V̅LXII,Ẹdẹgbata ati Mejilelogoji
5063,V̅LXIII,Ẹdẹgbata ati Mẹtalelogoji
5064,V̅LXIV,Ẹdẹgbata ati Mẹrinlelogoji
5065,V̅LXV,Ẹdẹgbata ati Marunlelogoji
5066,V̅LXVI,Ẹdẹgbata ati Mẹfalelogoji
5067,V̅LXVII,Ẹdẹgbata ati Mejelelogoji
5068,V̅LXVIII,Ẹdẹgbata ati Mẹjọlelogoji
5069,V̅LXIX,Ẹdẹgbata ati Mẹsanlelogoji
5070,V̅LXX,Ẹdẹgbata ati Aadọrin
5071,V̅LXXI,Ẹdẹgbata ati Okanleladọrin
5072,V̅LXXII,Ẹdẹgbata ati Mejileladọrin
5073,V̅LXXIII,Ẹdẹgbata ati Mẹtaleladọrin
5074,V̅LXXIV,Ẹdẹgbata ati Mẹrinleladọrin
5075,V̅LXXV,Ẹdẹgbata ati Marunleladọrin
5076,V̅LXXVI,Ẹdẹgbata ati Mẹfaleladọrin
5077,V̅LXXVII,Ẹdẹgbata ati Mejeleladọrin
5078,V̅LXXVIII,Ẹdẹgbata ati Mẹjọleladọrin
5079,V̅LXXIX,Ẹdẹgbata ati Mẹsanleladọrin
5080,V̅LXXX,Ẹdẹgbata ati Ọgọrin
5081,V̅LXXXI,Ẹdẹgbata ati Okanlelogorun
5082,V̅LXXXII,Ẹdẹgbata ati Mejilelogorun
5083,V̅LXXXIII,Ẹdẹgbata ati Mẹtalelogorun
5084,V̅LXXXIV,Ẹdẹgbata ati Mẹrinlelogorun
5085,V̅LXXXV,Ẹdẹgbata ati Marunlelogorun
5086,V̅LXXXVI,Ẹdẹgbata ati Mẹfalelogorun
5087,V̅LXXXVII,Ẹdẹgbata ati Mejelelogorun
5088,V̅LXXXVIII,Ẹdẹgbata ati Mẹjọlelogorun
5089,V̅LXXXIX,Ẹdẹgbata ati Mẹsanlelogorun
5090,V̅XC,Ẹdẹgbata ati Aadọrun
5091,V̅XCI,Ẹdẹgbata ati Okanlelaadọrun
5092,V̅XCII,Ẹdẹgbata ati Mejilelaadọrun
5093,V̅XCIII,Ẹdẹgbata ati Mẹtalelaadọrun
5094,V̅XCIV,Ẹdẹgbata ati Mẹrinlelaadọrun
5095,V̅XCV,Ẹdẹgbata ati Marunlelaadọrun
5096,V̅XCVI,Ẹdẹgbata ati Mẹfalelaadọrun
5097,V̅XCVII,Ẹdẹgbata ati Mejelelaadọrun
5098,V̅XCVIII,Ẹdẹgbata ati Mẹjọlelaadọrun
5099,V̅XCIX,Ẹdẹgbata ati Mẹsanlelaadọrun
5100,V̅C,Ẹdẹgbata ati Ọgọrun
5101,V̅CI,Ẹdẹgbata ati Okanlelogọrun
5102,V̅CII,Ẹdẹgbata ati Mejilelogọrun
5103,V̅CIII,Ẹdẹgbata ati Mẹtalelogọrun
5104,V̅CIV,Ẹdẹgbata ati Mẹrinlelogọrun
5105,V̅CV,Ẹdẹgbata ati Marunlelogọrun
5106,V̅CVI,Ẹdẹgbata ati Mẹfalelogọrun
5107,V̅CVII,Ẹdẹgbata ati Mejelelogọrun
5108,V̅CVIII,Ẹdẹgbata ati Mẹjọlelogọrun
5109,V̅CIX,Ẹdẹgbata ati Mẹsanlelogọrun
5110,V̅CX,Ẹdẹgbata ati Ẹẹwalelogọrun
5111,V̅CXI,Ẹdẹgbata ati Okanla lelogunlogọrun
5112,V̅CXII,Ẹdẹgbata ati Mejila lelogunlogọrun
5113,V̅CXIII,Ẹdẹgbata ati Mẹtala lelogunlogọrun
5114,V̅CXIV,Ẹdẹgbata ati Mẹrindinlogunlogọrun
5115,V̅CXV,Ẹdẹgbata ati Marunla lelogunlogọrun
5116,V̅CXVI,Ẹdẹgbata ati Mẹrindinlogunlogọrun
5117,V̅CXVII,Ẹdẹgbata ati Mẹtadinlogunlogọrun
5118,V̅CXVIII,Ẹdẹgbata ati Mẹjidinlogunlogọrun
5119,V̅CXIX,Ẹdẹgbata ati Ookandinlogunlogọrun
5120,V̅CXX,Ẹdẹgbata ati Ogúnlogọrun
5121,V̅CXXI,Ẹdẹgbata ati Okanlelogunlogọrun
5122,V̅CXXII,Ẹdẹgbata ati Mejilelogunlogọrun
5123,V̅CXXIII,Ẹdẹgbata ati Mẹtalelogunlogọrun
5124,V̅CXXIV,Ẹdẹgbata ati Mẹrinlelogunlogọrun
5125,V̅CXXV,Ẹdẹgbata ati Marunlelogunlogọrun
5126,V̅CXXVI,Ẹdẹgbata ati Mẹfalelogunlogọrun
5127,V̅CXXVII,Ẹdẹgbata ati Mejelelogunlogọrun
5128,V̅CXXVIII,Ẹdẹgbata ati Mẹjọlelogunlogọrun
5129,V̅CXXIX,Ẹdẹgbata ati Mẹsanlelogunlogọrun
5130,V̅CXXX,Ẹdẹgbata ati Ọgbọnlogọrun
5131,V̅CXXXI,Ẹdẹgbata ati Okanlelogbọnlogọrun
5132,V̅CXXXII,Ẹdẹgbata ati Mejilelogbọnlogọrun
5133,V̅CXXXIII,Ẹdẹgbata ati Mẹtalelogbọnlogọrun
5134,V̅CXXXIV,Ẹdẹgbata ati Mẹrinlelogbọnlogọrun
5135,V̅CXXXV,Ẹdẹgbata ati Marunlelogbọnlogọrun
5136,V̅CXXXVI,Ẹdẹgbata ati Mẹfalelogbọnlogọrun
5137,V̅CXXXVII,Ẹdẹgbata ati Mejelelogbọnlogọrun
5138,V̅CXXXVIII,Ẹdẹgbata ati Mẹjọlelogbọnlogọrun
5139,V̅CXXXIX,Ẹdẹgbata ati Mẹsanlelogbọnlogọrun
5140,V̅CXL,Ẹdẹgbata ati Ogójìlogọrun
5141,V̅CXLI,Ẹdẹgbata ati Okanlelogoji logọrun
5142,V̅CXLII,Ẹdẹgbata ati Mejilelogoji logọrun
5143,V̅CXLIII,Ẹdẹgbata ati Mẹtalelogoji logọrun
5144,V̅CXLIV,Ẹdẹgbata ati Mẹrinlelogoji logọrun
5145,V̅CXLV,Ẹdẹgbata ati Marunlelogoji logọrun
5146,V̅CXLVI,Ẹdẹgbata ati Mẹfalelogoji logọrun
5147,V̅CXLVII,Ẹdẹgbata ati Mejelelogoji logọrun
5148,V̅CXLVIII,Ẹdẹgbata ati Mẹjọlelogoji logọrun
5149,V̅CXLIX,Ẹdẹgbata ati Mẹsanlelogoji logọrun
5150,V̅CL,Ẹdẹgbata ati Aadọta logọrun
5151,V̅CLI,Ẹdẹgbata ati Okanleladọta logọrun
5152,V̅CLII,Ẹdẹgbata ati Mejileladọta logọrun
5153,V̅CLIII,Ẹdẹgbata ati Mẹtaleladọta logọrun
5154,V̅CLIV,Ẹdẹgbata ati Mẹrinleladọta logọrun
5155,V̅CLV,Ẹdẹgbata ati Marunleladọta logọrun
5156,V̅CLVI,Ẹdẹgbata ati Mẹfaleladọta logọrun
5157,V̅CLVII,Ẹdẹgbata ati Mejeleladọta logọrun
5158,V̅CLVIII,Ẹdẹgbata ati Mẹjọleladọta logọrun
5159,V̅CLIX,Ẹdẹgbata ati Mẹsanleladọta logọrun
5160,V̅CLX,Ẹdẹgbata ati Ọgọta logọrun
5161,V̅CLXI,Ẹdẹgbata ati Okanlelogoji logọrun
5162,V̅CLXII,Ẹdẹgbata ati Mejilelogoji logọrun
5163,V̅CLXIII,Ẹdẹgbata ati Mẹtalelogoji logọrun
5164,V̅CLXIV,Ẹdẹgbata ati Mẹrinlelogoji logọrun
5165,V̅CLXV,Ẹdẹgbata ati Marunlelogoji logọrun
5166,V̅CLXVI,Ẹdẹgbata ati Mẹfalelogoji logọrun
5167,V̅CLXVII,Ẹdẹgbata ati Mejelelogoji logọrun
5168,V̅CLXVIII,Ẹdẹgbata ati Mẹjọlelogoji logọrun
5169,V̅CLXIX,Ẹdẹgbata ati Mẹsanlelogoji logọrun
5170,V̅CLXX,Ẹdẹgbata ati Aadọrin logọrun
5171,V̅CLXXI,Ẹdẹgbata ati Okanleladọrin logọrun
5172,V̅CLXXII,Ẹdẹgbata ati Mejileladọrin logọrun
5173,V̅CLXXIII,Ẹdẹgbata ati Mẹtaleladọrin logọrun
5174,V̅CLXXIV,Ẹdẹgbata ati Mẹrinleladọrin logọrun
5175,V̅CLXXV,Ẹdẹgbata ati Marunleladọrin logọrun
5176,V̅CLXXVI,Ẹdẹgbata ati Mẹfaleladọrin logọrun
5177,V̅CLXXVII,Ẹdẹgbata ati Mejeleladọrin logọrun
5178,V̅CLXXVIII,Ẹdẹgbata ati Mẹjọleladọrin logọrun
5179,V̅CLXXIX,Ẹdẹgbata ati Mẹsanleladọrin logọrun
5180,V̅CLXXX,Ẹdẹgbata ati Ọgọrin logọrun
5181,V̅CLXXXI,Ẹdẹgbata ati Okanlelogorun logọrun
5182,V̅CLXXXII,Ẹdẹgbata ati Mejilelogorun logọrun
5183,V̅CLXXXIII,Ẹdẹgbata ati Mẹtalelogorun logọrun
5184,V̅CLXXXIV,Ẹdẹgbata ati Mẹrinlelogorun logọrun
5185,V̅CLXXXV,Ẹdẹgbata ati Marunlelogorun logọrun
5186,V̅CLXXXVI,Ẹdẹgbata ati Mẹfalelogorun logọrun
5187,V̅CLXXXVII,Ẹdẹgbata ati Mejelelogorun logọrun
5188,V̅CLXXXVIII,Ẹdẹgbata ati Mẹjọlelogorun logọrun
5189,V̅CLXXXIX,Ẹdẹgbata ati Mẹsanlelogorun logọrun
5190,V̅CXC,Ẹdẹgbata ati Aadọrun logọrun
5191,V̅CXCI,Ẹdẹgbata ati Okanlelaadọrun logọrun
5192,V̅CXCII,Ẹdẹgbata ati Mejilelaadọrun logọrun
5193,V̅CXCIII,Ẹdẹgbata ati Mẹtalelaadọrun logọrun
5194,V̅CXCIV,Ẹdẹgbata ati Mẹrinlelaadọrun logọrun
5195,V̅CXCV,Ẹdẹgbata ati Marunlelaadọrun logọrun
5196,V̅CXCVI,Ẹdẹgbata ati Mẹfalelaadọrun logọrun
5197,V̅CXCVII,Ẹdẹgbata ati Mejelelaadọrun logọrun
5198,V̅CXCVIII,Ẹdẹgbata ati Mẹjọlelaadọrun logọrun
5199,V̅CXCIX,Ẹdẹgbata ati Mẹsanlelaadọrun logọrun
5200,V̅CC,Ẹdẹgbata ati Igba
5201,V̅CCI,Ẹdẹgbata ati Okanleigba
5202,V̅CCII,Ẹdẹgbata ati Mejileigba
5203,V̅CCIII,Ẹdẹgbata ati Mẹtaleligba
5204,V̅CCIV,Ẹdẹgbata ati Mẹrinleigba
5205,V̅CCV,Ẹdẹgbata ati Marunleigba
5206,V̅CCVI,Ẹdẹgbata ati Mẹfaleligba
5207,V̅CCVII,Ẹdẹgbata ati Mejeleigba
5208,V̅CCVIII,Ẹdẹgbata ati Mẹjọleigba
5209,V̅CCIX,Ẹdẹgbata ati Mẹsanleigba
5210,V̅CCX,Ẹdẹgbata ati Ẹẹwaleligba
5211,V̅CCXI,Ẹdẹgbata ati Okanla lelogunligba
5212,V̅CCXII,Ẹdẹgbata ati Mejila lelogunligba
5213,V̅CCXIII,Ẹdẹgbata ati Mẹtala lelogunligba
5214,V̅CCXIV,Ẹdẹgbata ati Mẹrind distance: Ẹdẹgbata ati Mẹrindinlogunligba
5215,V̅CCXV,Ẹdẹgbata ati Marunla lelogunligba
5216,V̅CCXVI,Ẹdẹgbata ati Mẹrindinlogunligba
5217,V̅CCXVII,Ẹdẹgbata ati Mẹtadinlogunligba
5218,V̅CCXVIII,Ẹdẹgbata ati Mẹjidinlogunligba
5219,V̅CCXIX,Ẹdẹgbata ati Ookandinlogunligba
5220,V̅CCXX,Ẹdẹgbata ati Ogúnligba
5221,V̅CCXXI,Ẹdẹgbata ati Okanlelogunligba
5222,V̅CCXXII,Ẹdẹgbata ati Mejilelogunligba
5223,V̅CCXXIII,Ẹdẹgbata ati Mẹtalelogunligba
5224,V̅CCXXIV,Ẹdẹgbata ati Mẹrinlelogunligba
5225,V̅CCXXV,Ẹdẹgbata ati Marunlelogunligba
5226,V̅CCXXVI,Ẹdẹgbata ati Mẹfalelogunligba
5227,V̅CCXXVII,Ẹdẹgbata ati Mejelelogunligba
5228,V̅CCXXVIII,Ẹdẹgbata ati Mẹjọlelogunligba
5229,V̅CCXXIX,Ẹdẹgbata ati Mẹsanlelogunligba
5230,V̅CCXXX,Ẹdẹgbata ati Ọgbọnligba
5231,V̅CCXXXI,Ẹdẹgbata ati Okanlelogbọnligba
5232,V̅CCXXXII,Ẹdẹgbata ati Mejilelogbọnligba
5233,V̅CCXXXIII,Ẹdẹgbata ati Mẹtalelogbọnligba
5234,V̅CCXXXIV,Ẹdẹgbata ati Mẹrinlelogbọnligba
5235,V̅CCXXXV,Ẹdẹgbata ati Marunlelogbọnligba
5236,V̅CCXXXVI,Ẹdẹgbata ati Mẹfalelogbọnligba
5237,V̅CCXXXVII,Ẹdẹgbata ati Mejelelogbọnligba
5238,V̅CCXXXVIII,Ẹdẹgbata ati Mẹjọlelogbọnligba
5239,V̅CCXXXIX,Ẹdẹgbata ati Mẹsanlelogbọnligba
5240,V̅CCXL,Ẹdẹgbata ati Ogójìligba
5241,V̅CCXLI,Ẹdẹgbata ati Okanlelogojìligba
5242,V̅CCXLII,Ẹdẹgbata ati Mejilelogojìligba
5243,V̅CCXLIII,Ẹdẹgbata ati Mẹtalelogoji ligba
5244,V̅CCXLIV,Ẹdẹgbata ati Mẹrinlelogoji ligba
5245,V̅CCXLV,Ẹdẹgbata ati Marunlelogoji ligba
5246,V̅CCXLVI,Ẹdẹgbata ati Mẹfalelogoji ligba
5247,V̅CCXLVII,Ẹdẹgbata ati Mejelelogoji ligba
5248,V̅CCXLVIII,Ẹdẹgbata ati Mẹjọlelogoji ligba
5249,V̅CCXLIX,Ẹdẹgbata ati Mẹsanlelogoji ligba
5250,V̅CCL,Ẹdẹgbata ati Aadọta ligba
5251,V̅CCLI,Ẹdẹgbata ati Okanleladọta ligba
5252,V̅CCLII,Ẹdẹgbata ati Mejileladọta ligba
5253,V̅CCLIII,Ẹdẹgbata ati Mẹtaleladọta ligba
5254,V̅CCLIV,Ẹdẹgbata ati Mẹrinleladọta ligba
5255,V̅CCLV,Ẹdẹgbata ati Marunleladọta ligba
5256,V̅CCLVI,Ẹdẹgbata ati Mẹfaleladọta ligba
5257,V̅CCLVII,Ẹdẹgbata ati Mejeleladọta ligba
5258,V̅CCLVIII,Ẹdẹgbata ati Mẹjọleladọta ligba
5259,V̅CCLIX,Ẹdẹgbata ati Mẹsanleladọta ligba
5260,V̅CCLX,Ẹdẹgbata ati Ọgọta ligba
5261,V̅CCLXI,Ẹdẹgbata ati Okanlelogoji ligba
5262,V̅CCLXII,Ẹdẹgbata ati Mejilelogoji ligba
5263,V̅CCLXIII,Ẹdẹgbata ati Mẹtalelogoji ligba
5264,V̅CCLXIV,Ẹdẹgbata ati Mẹrinlelogoji ligba
5265,V̅CCLXV,Ẹdẹgbata ati Marunlelogoji ligba
5266,V̅CCLXVI,Ẹdẹgbata ati Mẹfalelogoji ligba
5267,V̅CCLXVII,Ẹdẹgbata ati Mejelelogoji ligba
5268,V̅CCLXVIII,Ẹdẹgbata ati Mẹjọlelogoji ligba
5269,V̅CCLXIX,Ẹdẹgbata ati Mẹsanlelogoji ligba
5270,V̅CCLXX,Ẹdẹgbata ati Aadọrin ligba
5271,V̅CCLXXI,Ẹdẹgbata ati Okanleladọrin ligba
5272,V̅CCLXXII,Ẹdẹgbata ati Mejileladọrin ligba
5273,V̅CCLXXIII,Ẹdẹgbata ati Mẹtaleladọrin ligba
5274,V̅CCLXXIV,Ẹdẹgbata ati Mẹrinleladọrin ligba
5275,V̅CCLXXV,Ẹdẹgbata ati Marunleladọrin ligba
5276,V̅CCLXXVI,Ẹdẹgbata ati Mẹfaleladọrin ligba
5277,V̅CCLXXVII,Ẹdẹgbata ati Mejeleladọrin ligba
5278,V̅CCLXXVIII,Ẹdẹgbata ati Mẹjọleladọrin ligba
5279,V̅CCLXXIX,Ẹdẹgbata ati Mẹsanleladọrin ligba
5280,V̅CCLXXX,Ẹdẹgbata ati Ọgọrin ligba
5281,V̅CCLXXXI,Ẹdẹgbata ati Okanlelogorun ligba
5282,V̅CCLXXXII,Ẹdẹgbata ati Mejilelogorun ligba
5283,V̅CCLXXXIII,Ẹdẹgbata ati Mẹtalelogorun ligba
5284,V̅CCLXXXIV,Ẹdẹgbata ati Mẹrinlelogorun ligba
5285,V̅CCLXXXV,Ẹdẹgbata ati Marunlelogorun ligba
5286,V̅CCLXXXVI,Ẹdẹgbata ati Mẹfalelogorun ligba
5287,V̅CCLXXXVII,Ẹdẹgbata ati Mejelelogorun ligba
5288,V̅CCLXXXVIII,Ẹdẹgbata ati Mẹjọlelogorun ligba
5289,V̅CCLXXXIX,Ẹdẹgbata ati Mẹsanlelogorun ligba
5290,V̅CCXC,Ẹdẹgbata ati Aadọrun ligba
5291,V̅CCXCI,Ẹdẹgbata ati Okanlelaadọrun ligba
5292,V̅CCXCII,Ẹdẹgbata ati Mejilelaadọrun ligba
5293,V̅CCXCIII,Ẹdẹgbata ati Mẹtalelaadọrun ligba
5294,V̅CCXCIV,Ẹdẹgbata ati Mẹrinlelaadọrun ligba
5295,V̅CCXCV,Ẹdẹgbata ati Marunlelaadọrun ligba
5296,V̅CCXCVI,Ẹdẹgbata ati Mẹfalelaadọrun ligba
5297,V̅CCXCVII,Ẹdẹgbata ati Mejelelaadọrun ligba
5298,V̅CCXCVIII,Ẹdẹgbata ati Mẹjọlelaadọrun ligba
5299,V̅CCXCIX,Ẹdẹgbata ati Mẹsanlelaadọrun ligba
5300,V̅CCC,Ẹdẹgbata ati Irinwó
5301,V̅CCCI,Ẹdẹgbata ati Okanleirinwó
5302,V̅CCCII,Ẹdẹgbata ati Mejileirinwó
5303,V̅CCCIII,Ẹdẹgbata ati Mẹtalelirinwó
5304,V̅CCCIV,Ẹdẹgbata ati Mẹrinleirinwó
5305,V̅CCCV,Ẹdẹgbata ati Marunleirinwó
5306,V̅CCCVI,Ẹdẹgbata ati Mẹfalelirinwó
5307,V̅CCCVII,Ẹdẹgbata ati Mejeleirinwó
5308,V̅CCCVIII,Ẹdẹgbata ati Mẹjọleirinwó
5309,V̅CCCIX,Ẹdẹgbata ati Mẹsanleirinwó
5310,V̅CCCX,Ẹdẹgbata ati Ẹẹwalelirinwó
5311,V̅CCCXI,Ẹdẹgbata ati Okanla lelogunleirinwó
5312,V̅CCCXII,Ẹdẹgbata ati Mejila lelogunleirinwó
5313,V̅CCCXIII,Ẹdẹgbata ati Mẹtala lelogunleirinwó
5314,V̅CCCXIV,Ẹdẹgbata ati Mẹrindinlogunleirinwó
5315,V̅CCCXV,Ẹdẹgbata ati Mar年からlogunleirinwó
5316,V̅CCCXVI,Ẹdẹgbata ati Mẹrindinlogunleirinwó
5317,V̅CCCXVII,Ẹdẹgbata ati Mẹtadinlogunleirinwó
5318,V̅CCCXVIII,Ẹdẹgbata ati Mẹjidinlogunleirinwó
5319,V̅CCCXIX,Ẹdẹgbata ati Ookandinlogunleirinwó
5320,V̅CCCXX,Ẹdẹgbata ati Ogúnleirinwó
5321,V̅CCCXXI,Ẹdẹgbata ati Okanlelogunleirinwó
5322,V̅CCCXXII,Ẹdẹgbata ati Mejilelogunleirinwó
5323,V̅CCCXXIII,Ẹdẹgbata ati Mẹtalelogunleirinwó
5324,V̅CCCXXIV,Ẹdẹgbata ati Mẹrinlelogunleirinwó
5325,V̅CCCXXV,Ẹdẹgbata ati Marunlelogunleirinwó
5326,V̅CCCXXVI,Ẹdẹgbata ati Mẹfalelogunleirinwó
5327,V̅CCCXXVII,Ẹdẹgbata ati Mejelelogunleirinwó
5328,V̅CCCXXVIII,Ẹdẹgbata ati Mẹjọlelogunleirinwó
5329,V̅CCCXXIX,Ẹdẹgbata ati Mẹsanlelogunleirinwó
5330,V̅CCCXXX,Ẹdẹgbata ati Ọgbọnleirinwó
5331,V̅CCCXXXI,Ẹdẹgbata ati Okanlelogbọnleirinwó
5332,V̅CCCXXXII,Ẹdẹgbata ati Mejilelogbọnleirinwó
5333,V̅CCCXXXIII,Ẹdẹgbata ati Mẹtalelogbọnleirinwó
5334,V̅CCCXXXIV,Ẹdẹgbata ati Mẹrinlelogbọnleirinwó
5335,V̅CCCXXXV,Ẹdẹgbata ati Marunlelogbọnleirinwó
5336,V̅CCCXXXVI,Ẹdẹgbata ati Mẹfalelogbọnleirinwó
5337,V̅CCCXXXVII,Ẹdẹgbata ati Mejelelogbọnleirinwó
5338,V̅CCCXXXVIII,Ẹdẹgbata ati Mẹjọlelogbọnleirinwó
5339,V̅CCCXXXIX,Ẹdẹgbata ati Mẹsanlelogbọnleirinwó
5340,V̅CCCXL,Ẹdẹgbata ati Ogójìleirinwó
5341,V̅CCCXLI,Ẹdẹgbata ati Okanlelogojì leirinwó
5342,V̅CCCXLII,Ẹdẹgbata ati Mejilelogojì leirinwó
5343,V̅CCCXLIII,Ẹdẹgbata ati Mẹtalelogoji leirinwó
5344,V̅CCCXLIV,Ẹdẹgbata ati Mẹrinlelogoji leirinwó
5345,V̅CCCXLV,Ẹdẹgbata ati Marunlelogoji leirinwó
5346,V̅CCCXLVI,Ẹdẹgbata ati Mẹfalelogoji leirinwó
5347,V̅CCCXLVII,Ẹdẹgbata ati Mejelelogoji leirinwó
5348,V̅CCCXLVIII,Ẹdẹgbata ati Mẹjọlelogoji leirinwó
5349,V̅CCCXLIX,Ẹdẹgbata ati Mẹsanlelogoji leirinwó
5350,V̅CCCL,Ẹdẹgbata ati Aadọta leirinwó
5351,V̅CCCLI,Ẹdẹgbata ati Okanleladọta leirinwó
5352,V̅CCCLII,Ẹdẹgbata ati Mejileladọta leirinwó
5353,V̅CCCLIII,Ẹdẹgbata ati Mẹtaleladọta leirinwó
5354,V̅CCCLIV,Ẹdẹgbata ati Mẹrinleladọta leirinwó
5355,V̅CCCLV,Ẹdẹgbata ati Marunleladọta leirinwó
5356,V̅CCCLVI,Ẹdẹgbata ati Mẹfaleladọta leirinwó
5357,V̅CCCLVII,Ẹdẹgbata ati Mejeleladọta leirinwó
5358,V̅CCCLVIII,Ẹdẹgbata ati Mẹjọleladọta leirinwó
5359,V̅CCCLIX,Ẹdẹgbata ati Mẹsanleladọta leirinwó
5360,V̅CCCLX,Ẹdẹgbata ati Ọgọta leirinwó
5361,V̅CCCLXI,Ẹdẹgbata ati Okanlelogoji leirinwó
5362,V̅CCCLXII,Ẹdẹgbata ati Mejilelogoji leirinwó
5363,V̅CCCLXIII,Ẹdẹgbata ati Mẹtalelogoji leirinwó
5364,V̅CCCLXIV,Ẹdẹgbata ati Mẹrinlelogoji leirinwó
5365,V̅CCCLXV,Ẹdẹgbata ati Marunlelogoji leirinwó
5366,V̅CCCLXVI,Ẹdẹgbata ati Mẹfalelogoji leirinwó
5367,V̅CCCLXVII,Ẹdẹgbata ati Mejelelogoji leirinwó
5368,V̅CCCLXVIII,Ẹdẹgbata ati Mẹjọlelogoji leirinwó
5369,V̅CCCLXIX,Ẹdẹgbata ati Mẹsanlelogoji leirinwó
5370,V̅CCCLXX,Ẹdẹgbata ati Aadọrin leirinwó
5371,V̅CCCLXXI,Ẹdẹgbata ati Okanleladọrin leirinwó
5372,V̅CCCLXXII,Ẹdẹgbata ati Mejileladọrin leirinwó
5373,V̅CCCLXXIII,Ẹdẹgbata ati Mẹtaleladọrin leirinwó
5374,V̅CCCLXXIV,Ẹdẹgbata ati Mẹrinleladọrin leirinwó
5375,V̅CCCLXXV,Ẹdẹgbata ati Marunleladọrin leirinwó
5376,V̅CCCLXXVI,Ẹdẹgbata ati Mẹfaleladọrin leirinwó
5377,V̅CCCLXXVII,Ẹdẹgbata ati Mejeleladọrin leirinwó
5378,V̅CCCLXXVIII,Ẹdẹgbata ati Mẹjọleladọrin leirinwó
5379,V̅CCCLXXIX,Ẹdẹgbata ati Mẹsanleladọrin leirinwó
5380,V̅CCCLXXX,Ẹdẹgbata ati Ọgọrin leirinwó
5381,V̅CCCLXXXI,Ẹdẹgbata ati Okanlelogorun leirinwó
5382,V̅CCCLXXXII,Ẹdẹgbata ati Mejilelogorun leirinwó
5383,V̅CCCLXXXIII,Ẹdẹgbata ati Mẹtalelogorun leirinwó
